Number,Time,Temp
10653,2019-08-28 11:33:55,24.3
10654,2019-08-28 11:48:55,25.4
10655,2019-08-28 12:03:55,30.6
10656,2019-08-28 12:18:55,37.3
10657,2019-08-28 12:33:55,37.5
10658,2019-08-28 12:48:55,38.3
10659,2019-08-28 13:03:55,38.1
10660,2019-08-28 13:18:55,37.8
10661,2019-08-28 13:33:55,39.5
10662,2019-08-28 13:48:55,39.6
10663,2019-08-28 14:03:55,39.5
10664,2019-08-28 14:18:55,39.2
10665,2019-08-28 14:33:55,39.2
10666,2019-08-28 14:48:55,38.9
10667,2019-08-28 15:03:55,38.7
10668,2019-08-28 15:18:55,38.8
10669,2019-08-28 15:33:55,38.2
10670,2019-08-28 15:48:55,38.2
10671,2019-08-28 16:03:55,38.1
10672,2019-08-28 16:18:55,37.7
10673,2019-08-28 16:33:55,37.3
10674,2019-08-28 16:48:55,37.3
10675,2019-08-28 17:03:55,36.9
10676,2019-08-28 17:18:55,36.9
10677,2019-08-28 17:33:55,37
10678,2019-08-28 17:48:55,37.2
10679,2019-08-28 18:03:55,37.1
10680,2019-08-28 18:18:55,36.7
10681,2019-08-28 18:33:55,36.7
10682,2019-08-28 18:48:55,36.4
10683,2019-08-28 19:03:55,36
10684,2019-08-28 19:18:55,35.4
10685,2019-08-28 19:33:55,35.2
10686,2019-08-28 19:48:55,35.2
10687,2019-08-28 20:03:55,35.1
10688,2019-08-28 20:18:55,34.9
10689,2019-08-28 20:33:55,35
10690,2019-08-28 20:48:55,34.8
10691,2019-08-28 21:03:55,34.7
10692,2019-08-28 21:18:55,34.5
10693,2019-08-28 21:33:55,34.6
10694,2019-08-28 21:48:55,34.4
10695,2019-08-28 22:03:55,34.3
10696,2019-08-28 22:18:55,34.4
10697,2019-08-28 22:33:55,34.5
10698,2019-08-28 22:48:55,34.2
10699,2019-08-28 23:03:55,34.4
10700,2019-08-28 23:18:55,34.1
10701,2019-08-28 23:33:55,34.2
10702,2019-08-28 23:48:55,34.2
10703,2019-08-29 00:03:55,34.2
10704,2019-08-29 00:18:55,34.2
10705,2019-08-29 00:33:55,34.2
10706,2019-08-29 00:48:55,34
10707,2019-08-29 01:03:55,34
10708,2019-08-29 01:18:55,33.9
10709,2019-08-29 01:33:55,33.9
10710,2019-08-29 01:48:55,33.8
10711,2019-08-29 02:03:55,33.6
10712,2019-08-29 02:18:55,33.4
10713,2019-08-29 02:33:55,33.3
10714,2019-08-29 02:48:55,33.5
10715,2019-08-29 03:03:55,33.3
10716,2019-08-29 03:18:55,33.4
10717,2019-08-29 03:33:55,33.5
10718,2019-08-29 03:48:55,33.5
10719,2019-08-29 04:03:55,33.2
10720,2019-08-29 04:18:55,33
10721,2019-08-29 04:33:55,33
10722,2019-08-29 04:48:55,32.6
10723,2019-08-29 05:03:55,33.1
10724,2019-08-29 05:18:55,30.4
10725,2019-08-29 05:33:55,32.4
10726,2019-08-29 05:48:55,32.9
10727,2019-08-29 06:03:55,33.1
10728,2019-08-29 06:18:55,33.4
10729,2019-08-29 06:33:55,33.6
10730,2019-08-29 06:48:55,33.2
10731,2019-08-29 07:03:55,32.5
10732,2019-08-29 07:18:55,32.3
10733,2019-08-29 07:33:55,31.8
10734,2019-08-29 07:48:55,31.8
10735,2019-08-29 08:03:55,31.8
10736,2019-08-29 08:18:55,32
10737,2019-08-29 08:33:55,31.7
10738,2019-08-29 08:48:55,31.7
10739,2019-08-29 09:03:55,31.7
10740,2019-08-29 09:18:55,31.9
10741,2019-08-29 09:33:55,31.7
10742,2019-08-29 09:48:55,31.7
10743,2019-08-29 10:03:55,32.1
10744,2019-08-29 10:18:55,32.5
10745,2019-08-29 10:33:55,32.7
10746,2019-08-29 10:48:55,32.7
10747,2019-08-29 11:03:55,33.1
10748,2019-08-29 11:18:55,33.5
10749,2019-08-29 11:33:55,33.8
10750,2019-08-29 11:48:55,33.8
10751,2019-08-29 12:03:55,32.4
10752,2019-08-29 12:18:55,28.1
10753,2019-08-29 12:33:55,26.4
10754,2019-08-29 12:48:55,24.7
10755,2019-08-29 13:03:55,24.8
10756,2019-08-29 13:18:55,25.2
10757,2019-08-29 13:33:55,25
10758,2019-08-29 13:48:55,24.1
10759,2019-08-29 14:03:55,24.7
10760,2019-08-29 14:18:55,24.8
10761,2019-08-29 14:33:55,24.6
10762,2019-08-29 14:48:55,23.5
10763,2019-08-29 15:03:55,22.9
10764,2019-08-29 15:18:55,22.4
10765,2019-08-29 15:33:55,22.1
10766,2019-08-29 15:48:55,22.5
10767,2019-08-29 16:03:55,23.9
10768,2019-08-29 16:18:55,23.8
10769,2019-08-29 16:33:55,24.2
10770,2019-08-29 16:48:55,22.5
10771,2019-08-29 17:03:55,21.7
10772,2019-08-29 17:18:55,20.9
10773,2019-08-29 17:33:55,20.3
10774,2019-08-29 17:48:55,19.9
10775,2019-08-29 18:03:55,19.6
10776,2019-08-29 18:18:55,19.2
10777,2019-08-29 18:33:55,18.9
10778,2019-08-29 18:48:55,18.6
10779,2019-08-29 19:03:55,18.3
10780,2019-08-29 19:18:55,18
10781,2019-08-29 19:33:55,17.8
10782,2019-08-29 19:48:55,17.5
10783,2019-08-29 20:03:55,17.3
10784,2019-08-29 20:18:55,16.9
10785,2019-08-29 20:33:55,16.5
10786,2019-08-29 20:48:55,16.3
10787,2019-08-29 21:03:55,16.3
10788,2019-08-29 21:18:55,16.2
10789,2019-08-29 21:33:55,16.2
10790,2019-08-29 21:48:55,16.2
10791,2019-08-29 22:03:55,16.2
10792,2019-08-29 22:18:55,16.2
10793,2019-08-29 22:33:55,16.1
10794,2019-08-29 22:48:55,15.9
10795,2019-08-29 23:03:55,15.4
10796,2019-08-29 23:18:55,15
10797,2019-08-29 23:33:55,14.7
10798,2019-08-29 23:48:55,14.7
10799,2019-08-30 00:03:55,15
10800,2019-08-30 00:18:55,15.3
10801,2019-08-30 00:33:55,15.4
10802,2019-08-30 00:48:55,15.4
10803,2019-08-30 01:03:55,15.2
10804,2019-08-30 01:18:55,15
10805,2019-08-30 01:33:55,14.9
10806,2019-08-30 01:48:55,14.6
10807,2019-08-30 02:03:55,14.5
10808,2019-08-30 02:18:55,14.7
10809,2019-08-30 02:33:55,14.8
10810,2019-08-30 02:48:55,14.8
10811,2019-08-30 03:03:55,14.7
10812,2019-08-30 03:18:55,14.7
10813,2019-08-30 03:33:55,14.5
10814,2019-08-30 03:48:55,14.4
10815,2019-08-30 04:03:55,14
10816,2019-08-30 04:18:55,13.7
10817,2019-08-30 04:33:55,13.4
10818,2019-08-30 04:48:55,13.4
10819,2019-08-30 05:03:55,13.5
10820,2019-08-30 05:18:55,13.4
10821,2019-08-30 05:33:55,13.3
10822,2019-08-30 05:48:55,13.2
10823,2019-08-30 06:03:55,13.4
10824,2019-08-30 06:18:55,13.4
10825,2019-08-30 06:33:55,13.4
10826,2019-08-30 06:48:55,13.4
10827,2019-08-30 07:03:55,13.4
10828,2019-08-30 07:18:55,13.3
10829,2019-08-30 07:33:55,13.3
10830,2019-08-30 07:48:55,13.4
10831,2019-08-30 08:03:55,13.4
10832,2019-08-30 08:18:55,13.5
10833,2019-08-30 08:33:55,13.6
10834,2019-08-30 08:48:55,13.6
10835,2019-08-30 09:03:55,13.7
10836,2019-08-30 09:18:55,13.8
10837,2019-08-30 09:33:55,13.9
10838,2019-08-30 09:48:55,14
10839,2019-08-30 10:03:55,14.1
10840,2019-08-30 10:18:55,14.2
10841,2019-08-30 10:33:55,14.2
10842,2019-08-30 10:48:55,14.1
10843,2019-08-30 11:03:55,14.3
10844,2019-08-30 11:18:55,14.5
10845,2019-08-30 11:33:55,14.5
10846,2019-08-30 11:48:55,14.8
10847,2019-08-30 12:03:55,15.1
10848,2019-08-30 12:18:55,15.3
10849,2019-08-30 12:33:55,15.4
10850,2019-08-30 12:48:55,15.2
10851,2019-08-30 13:03:55,15
10852,2019-08-30 13:18:55,15.5
10853,2019-08-30 13:33:55,16.7
10854,2019-08-30 13:48:55,17.2
10855,2019-08-30 14:03:55,17.1
10856,2019-08-30 14:18:55,16.3
10857,2019-08-30 14:33:55,16
10858,2019-08-30 14:48:55,16.3
10859,2019-08-30 15:03:55,16.5
10860,2019-08-30 15:18:55,16.7
10861,2019-08-30 15:33:55,17.5
10862,2019-08-30 15:48:55,17.7
10863,2019-08-30 16:03:55,17.4
10864,2019-08-30 16:18:55,17.4
10865,2019-08-30 16:33:55,17.4
10866,2019-08-30 16:48:55,18.3
10867,2019-08-30 17:03:55,18.1
10868,2019-08-30 17:18:55,17.3
10869,2019-08-30 17:33:55,17.5
10870,2019-08-30 17:48:55,17.4
10871,2019-08-30 18:03:55,16.4
10872,2019-08-30 18:18:55,15.8
10873,2019-08-30 18:33:55,14.9
10874,2019-08-30 18:48:55,14.1
10875,2019-08-30 19:03:55,13.5
10876,2019-08-30 19:18:55,13.2
10877,2019-08-30 19:33:55,13.2
10878,2019-08-30 19:48:55,13.1
10879,2019-08-30 20:03:55,12.9
10880,2019-08-30 20:18:55,12.5
10881,2019-08-30 20:33:55,12
10882,2019-08-30 20:48:55,11.5
10883,2019-08-30 21:03:55,11.2
10884,2019-08-30 21:18:55,11.1
10885,2019-08-30 21:33:55,10.9
10886,2019-08-30 21:48:55,10.9
10887,2019-08-30 22:03:55,10.8
10888,2019-08-30 22:18:55,10.7
10889,2019-08-30 22:33:55,10.6
10890,2019-08-30 22:48:55,10.4
10891,2019-08-30 23:03:55,10.3
10892,2019-08-30 23:18:55,10.2
10893,2019-08-30 23:33:55,10
10894,2019-08-30 23:48:55,9.8
10895,2019-08-31 00:03:55,9.7
10896,2019-08-31 00:18:55,9.5
10897,2019-08-31 00:33:55,9.1
10898,2019-08-31 00:48:55,8.8
10899,2019-08-31 01:03:55,8.7
10900,2019-08-31 01:18:55,8.5
10901,2019-08-31 01:33:55,8.5
10902,2019-08-31 01:48:55,8.5
10903,2019-08-31 02:03:55,8.4
10904,2019-08-31 02:18:55,8.2
10905,2019-08-31 02:33:55,8.2
10906,2019-08-31 02:48:55,8.2
10907,2019-08-31 03:03:55,8.3
10908,2019-08-31 03:18:55,8.5
10909,2019-08-31 03:33:55,8.3
10910,2019-08-31 03:48:55,8.4
10911,2019-08-31 04:03:55,8.4
10912,2019-08-31 04:18:55,8.2
10913,2019-08-31 04:33:55,8.1
10914,2019-08-31 04:48:55,8.3
10915,2019-08-31 05:03:55,8.3
10916,2019-08-31 05:18:55,8.1
10917,2019-08-31 05:33:55,8.2
10918,2019-08-31 05:48:55,8.3
10919,2019-08-31 06:03:55,8.3
10920,2019-08-31 06:18:55,8
10921,2019-08-31 06:33:55,7.7
10922,2019-08-31 06:48:55,7.6
10923,2019-08-31 07:03:55,7.7
10924,2019-08-31 07:18:55,7.7
10925,2019-08-31 07:33:55,7.8
10926,2019-08-31 07:48:55,8.7
10927,2019-08-31 08:03:55,9.8
10928,2019-08-31 08:18:55,10.7
10929,2019-08-31 08:33:55,11.7
10930,2019-08-31 08:48:55,12.5
10931,2019-08-31 09:03:55,13.3
10932,2019-08-31 09:18:55,14.2
10933,2019-08-31 09:33:55,15.4
10934,2019-08-31 09:48:55,16.7
10935,2019-08-31 10:03:55,17.7
10936,2019-08-31 10:18:55,18.6
10937,2019-08-31 10:33:55,19.5
10938,2019-08-31 10:48:55,19.9
10939,2019-08-31 11:03:55,21
10940,2019-08-31 11:18:55,21.7
10941,2019-08-31 11:33:55,22.2
10942,2019-08-31 11:48:55,22.9
10943,2019-08-31 12:03:55,22.4
10944,2019-08-31 12:18:55,30.7
10945,2019-08-31 12:33:55,32.3
10946,2019-08-31 12:48:55,31.7
10947,2019-08-31 13:03:55,31.8
10948,2019-08-31 13:18:55,31.9
10949,2019-08-31 13:33:55,31.7
10950,2019-08-31 13:48:55,32.2
10951,2019-08-31 14:03:55,30.5
10952,2019-08-31 14:18:55,30.7
10953,2019-08-31 14:33:55,31.5
10954,2019-08-31 14:48:55,31.1
10955,2019-08-31 15:03:55,31
10956,2019-08-31 15:18:55,29.6
10957,2019-08-31 15:33:55,30.5
10958,2019-08-31 15:48:55,31.9
10959,2019-08-31 16:03:55,30.4
10960,2019-08-31 16:18:55,30.5
10961,2019-08-31 16:33:55,30.5
10962,2019-08-31 16:48:55,30.3
10963,2019-08-31 17:03:55,29.6
10964,2019-08-31 17:18:55,29.8
10965,2019-08-31 17:33:55,29.5
10966,2019-08-31 17:48:55,28.6
10967,2019-08-31 18:03:55,28.2
10968,2019-08-31 18:18:55,27.1
10969,2019-08-31 18:33:55,26.3
10970,2019-08-31 18:48:55,26
10971,2019-08-31 19:03:55,25.7
10972,2019-08-31 19:18:55,25.5
10973,2019-08-31 19:33:55,25.6
10974,2019-08-31 19:48:55,25.3
10975,2019-08-31 20:03:55,25.1
10976,2019-08-31 20:18:55,24.9
10977,2019-08-31 20:33:55,24.7
10978,2019-08-31 20:48:55,24.5
10979,2019-08-31 21:03:55,24.4
10980,2019-08-31 21:18:55,24
10981,2019-08-31 21:33:55,23.7
10982,2019-08-31 21:48:55,23.5
10983,2019-08-31 22:03:55,23
10984,2019-08-31 22:18:55,23.1
10985,2019-08-31 22:33:55,22.9
10986,2019-08-31 22:48:55,22.5
10987,2019-08-31 23:03:55,22.4
10988,2019-08-31 23:18:55,22.3
10989,2019-08-31 23:33:55,21.5
10990,2019-08-31 23:48:55,21.1
10991,2019-09-01 00:03:55,20.7
10992,2019-09-01 00:18:55,20.7
10993,2019-09-01 00:33:55,20.6
10994,2019-09-01 00:48:55,20.1
10995,2019-09-01 01:03:55,20.2
10996,2019-09-01 01:18:55,19.9
10997,2019-09-01 01:33:55,20
10998,2019-09-01 01:48:55,19.8
10999,2019-09-01 02:03:55,19.5
11000,2019-09-01 02:18:55,19.5
11001,2019-09-01 02:33:55,19.4
11002,2019-09-01 02:48:55,19.3
11003,2019-09-01 03:03:55,19.3
11004,2019-09-01 03:18:55,19.2
11005,2019-09-01 03:33:55,18.9
11006,2019-09-01 03:48:55,19
11007,2019-09-01 04:03:55,19
11008,2019-09-01 04:18:55,18.7
11009,2019-09-01 04:33:55,18.5
11010,2019-09-01 04:48:55,18.5
11011,2019-09-01 05:03:55,18.5
11012,2019-09-01 05:18:55,18.6
11013,2019-09-01 05:33:55,18.5
11014,2019-09-01 05:48:55,18.6
11015,2019-09-01 06:03:55,18.8
11016,2019-09-01 06:18:55,18.5
11017,2019-09-01 06:33:55,18.1
11018,2019-09-01 06:48:55,17.9
11019,2019-09-01 07:03:55,17.4
11020,2019-09-01 07:18:55,17.3
11021,2019-09-01 07:33:55,17.3
11022,2019-09-01 07:48:55,18
11023,2019-09-01 08:03:55,18.8
11024,2019-09-01 08:18:55,19.5
11025,2019-09-01 08:33:55,20.4
11026,2019-09-01 08:48:55,21.2
11027,2019-09-01 09:03:55,21.2
11028,2019-09-01 09:18:55,21.7
11029,2019-09-01 09:33:55,22
11030,2019-09-01 09:48:55,22.5
11031,2019-09-01 10:03:55,23.2
11032,2019-09-01 10:18:55,23.5
11033,2019-09-01 10:33:55,23.8
11034,2019-09-01 10:48:55,24.7
11035,2019-09-01 11:03:55,24.4
11036,2019-09-01 11:18:55,25.4
11037,2019-09-01 11:33:55,25.6
11038,2019-09-01 11:48:55,26
11039,2019-09-01 12:03:55,22.6
11040,2019-09-01 12:18:55,18.9
11041,2019-09-01 12:33:55,18.2
11042,2019-09-01 12:48:55,17.5
11043,2019-09-01 13:03:55,17.1
11044,2019-09-01 13:18:55,16.8
11045,2019-09-01 13:33:55,16.7
11046,2019-09-01 13:48:55,17
11047,2019-09-01 14:03:55,17
11048,2019-09-01 14:18:55,16.7
11049,2019-09-01 14:33:55,17.2
11050,2019-09-01 14:48:55,17.8
11051,2019-09-01 15:03:55,17.8
11052,2019-09-01 15:18:55,17.7
11053,2019-09-01 15:33:55,17.7
11054,2019-09-01 15:48:55,17.5
11055,2019-09-01 16:03:55,17.5
11056,2019-09-01 16:18:55,17.4
11057,2019-09-01 16:33:55,17
11058,2019-09-01 16:48:55,17
11059,2019-09-01 17:03:55,16.8
11060,2019-09-01 17:18:55,16.5
11061,2019-09-01 17:33:55,15.7
11062,2019-09-01 17:48:55,15.4
11063,2019-09-01 18:03:55,14.7
11064,2019-09-01 18:18:55,13.4
11065,2019-09-01 18:33:55,12.5
11066,2019-09-01 18:48:55,11.7
11067,2019-09-01 19:03:55,11.2
11068,2019-09-01 19:18:55,10.8
11069,2019-09-01 19:33:55,10.6
11070,2019-09-01 19:48:55,10.3
11071,2019-09-01 20:03:55,10.1
11072,2019-09-01 20:18:55,9.8
11073,2019-09-01 20:33:55,9.6
11074,2019-09-01 20:48:55,9.3
11075,2019-09-01 21:03:55,8.9
11076,2019-09-01 21:18:55,8.6
11077,2019-09-01 21:33:55,8.5
11078,2019-09-01 21:48:55,8.3
11079,2019-09-01 22:03:55,8
11080,2019-09-01 22:18:55,8.1
11081,2019-09-01 22:33:55,7.8
11082,2019-09-01 22:48:55,7.5
11083,2019-09-01 23:03:55,7.2
11084,2019-09-01 23:18:55,7.1
11085,2019-09-01 23:33:55,7
11086,2019-09-01 23:48:55,6.8
11087,2019-09-02 00:03:55,6.7
11088,2019-09-02 00:18:55,6.9
11089,2019-09-02 00:33:55,6.9
11090,2019-09-02 00:48:55,7.4
11091,2019-09-02 01:03:55,7.4
11092,2019-09-02 01:18:55,7.4
11093,2019-09-02 01:33:55,7.1
11094,2019-09-02 01:48:55,7.2
11095,2019-09-02 02:03:55,7.5
11096,2019-09-02 02:18:55,7.7
11097,2019-09-02 02:33:55,7.7
11098,2019-09-02 02:48:55,7.6
11099,2019-09-02 03:03:55,7.7
11100,2019-09-02 03:18:55,7.7
11101,2019-09-02 03:33:55,7.7
11102,2019-09-02 03:48:55,7.9
11103,2019-09-02 04:03:55,7.8
11104,2019-09-02 04:18:55,7.6
11105,2019-09-02 04:33:55,7.6
11106,2019-09-02 04:48:55,7.4
11107,2019-09-02 05:03:55,7.6
11108,2019-09-02 05:18:55,8
11109,2019-09-02 05:33:55,7.8
11110,2019-09-02 05:48:55,7.8
11111,2019-09-02 06:03:55,7.8
11112,2019-09-02 06:18:55,7.5
11113,2019-09-02 06:33:55,7.3
11114,2019-09-02 06:48:55,7.2
11115,2019-09-02 07:03:55,7.1
11116,2019-09-02 07:18:55,7.4
11117,2019-09-02 07:33:55,7.9
11118,2019-09-02 07:48:55,8.5
11119,2019-09-02 08:03:55,9.2
11120,2019-09-02 08:18:55,9.5
11121,2019-09-02 08:33:55,10.1
11122,2019-09-02 08:48:55,10.7
11123,2019-09-02 09:03:55,10.9
11124,2019-09-02 09:18:55,11
11125,2019-09-02 09:33:55,11.4
11126,2019-09-02 09:48:55,11.5
11127,2019-09-02 10:03:55,12.4
11128,2019-09-02 10:18:55,12.9
11129,2019-09-02 10:33:55,13.9
11130,2019-09-02 10:48:55,15.4
11131,2019-09-02 11:03:55,16.6
11132,2019-09-02 11:18:55,16.7
11133,2019-09-02 11:33:55,16.6
11134,2019-09-02 11:48:55,16.1
11135,2019-09-02 12:03:55,16.9
11136,2019-09-02 12:18:55,17.6
11137,2019-09-02 12:33:55,17.1
11138,2019-09-02 12:48:55,17.8
11139,2019-09-02 13:03:55,18.9
11140,2019-09-02 13:18:55,19.2
11141,2019-09-02 13:33:55,19.3
11142,2019-09-02 13:48:55,18.8
11143,2019-09-02 14:03:55,18.4
11144,2019-09-02 14:18:55,17.4
11145,2019-09-02 14:33:55,17.1
11146,2019-09-02 14:48:55,17.8
11147,2019-09-02 15:03:55,17.2
11148,2019-09-02 15:18:55,16.7
11149,2019-09-02 15:33:55,17.5
11150,2019-09-02 15:48:55,17.4
11151,2019-09-02 16:03:55,17.3
11152,2019-09-02 16:18:55,16.5
11153,2019-09-02 16:33:55,16
11154,2019-09-02 16:48:55,15.4
11155,2019-09-02 17:03:55,14.8
11156,2019-09-02 17:18:55,14.1
11157,2019-09-02 17:33:55,14
11158,2019-09-02 17:48:55,13.9
11159,2019-09-02 18:03:55,14.1
11160,2019-09-02 18:18:55,13.2
11161,2019-09-02 18:33:55,12.1
11162,2019-09-02 18:48:55,11.3
11163,2019-09-02 19:03:55,10.8
11164,2019-09-02 19:18:55,10.4
11165,2019-09-02 19:33:55,10
11166,2019-09-02 19:48:55,9.8
11167,2019-09-02 20:03:55,9.5
11168,2019-09-02 20:18:55,9.4
11169,2019-09-02 20:33:55,9.1
11170,2019-09-02 20:48:55,8.9
11171,2019-09-02 21:03:55,8.7
11172,2019-09-02 21:18:55,8.5
11173,2019-09-02 21:33:55,8.3
11174,2019-09-02 21:48:55,8.1
11175,2019-09-02 22:03:55,7.9
11176,2019-09-02 22:18:55,7.7
11177,2019-09-02 22:33:55,7.6
11178,2019-09-02 22:48:55,7.3
11179,2019-09-02 23:03:55,7.2
11180,2019-09-02 23:18:55,7
11181,2019-09-02 23:33:55,6.8
11182,2019-09-02 23:48:55,6.6
11183,2019-09-03 00:03:55,6.4
11184,2019-09-03 00:18:55,6.1
11185,2019-09-03 00:33:55,5.9
11186,2019-09-03 00:48:55,5.6
11187,2019-09-03 01:03:55,5.5
11188,2019-09-03 01:18:55,5.2
11189,2019-09-03 01:33:55,5.1
11190,2019-09-03 01:48:55,4.9
11191,2019-09-03 02:03:55,4.7
11192,2019-09-03 02:18:55,4.5
11193,2019-09-03 02:33:55,4.2
11194,2019-09-03 02:48:55,4
11195,2019-09-03 03:03:55,3.9
11196,2019-09-03 03:18:55,3.7
11197,2019-09-03 03:33:55,3.6
11198,2019-09-03 03:48:55,3.6
11199,2019-09-03 04:03:55,3.5
11200,2019-09-03 04:18:55,3.4
11201,2019-09-03 04:33:55,3.3
11202,2019-09-03 04:48:55,3.2
11203,2019-09-03 05:03:55,3
11204,2019-09-03 05:18:55,3
11205,2019-09-03 05:33:55,2.9
11206,2019-09-03 05:48:55,2.9
11207,2019-09-03 06:03:55,2.7
11208,2019-09-03 06:18:55,2.6
11209,2019-09-03 06:33:55,2.5
11210,2019-09-03 06:48:55,2.5
11211,2019-09-03 07:03:55,2.3
11212,2019-09-03 07:18:55,2.2
11213,2019-09-03 07:33:55,2.9
11214,2019-09-03 07:48:55,3.9
11215,2019-09-03 08:03:55,4.9
11216,2019-09-03 08:18:55,5.7
11217,2019-09-03 08:33:55,6.3
11218,2019-09-03 08:48:55,6.9
11219,2019-09-03 09:03:55,7.8
11220,2019-09-03 09:18:55,8.8
11221,2019-09-03 09:33:55,9.7
11222,2019-09-03 09:48:55,10.4
11223,2019-09-03 10:03:55,11.1
11224,2019-09-03 10:18:55,11.4
11225,2019-09-03 10:33:55,11.9
11226,2019-09-03 10:48:55,12.6
11227,2019-09-03 11:03:55,13.3
11228,2019-09-03 11:18:55,13.7
11229,2019-09-03 11:33:55,14
11230,2019-09-03 11:48:55,15.1
11231,2019-09-03 12:03:55,16.9
11232,2019-09-03 12:18:55,20.7
11233,2019-09-03 12:33:55,21.4
11234,2019-09-03 12:48:55,21.5
11235,2019-09-03 13:03:55,22
11236,2019-09-03 13:18:55,22.3
11237,2019-09-03 13:33:55,21.7
11238,2019-09-03 13:48:55,22.7
11239,2019-09-03 14:03:55,22.5
11240,2019-09-03 14:18:55,22.8
11241,2019-09-03 14:33:55,23.3
11242,2019-09-03 14:48:55,22.9
11243,2019-09-03 15:03:55,22.5
11244,2019-09-03 15:18:55,23
11245,2019-09-03 15:33:55,22
11246,2019-09-03 15:48:55,24
11247,2019-09-03 16:03:55,24.3
11248,2019-09-03 16:18:55,24.2
11249,2019-09-03 16:33:55,24.2
11250,2019-09-03 16:48:55,24.3
11251,2019-09-03 17:03:55,23.9
11252,2019-09-03 17:18:55,24
11253,2019-09-03 17:33:55,23.4
11254,2019-09-03 17:48:55,23.1
11255,2019-09-03 18:03:55,22.7
11256,2019-09-03 18:18:55,22
11257,2019-09-03 18:33:55,21.4
11258,2019-09-03 18:48:55,20.9
11259,2019-09-03 19:03:55,20.8
11260,2019-09-03 19:18:55,20.5
11261,2019-09-03 19:33:55,20.4
11262,2019-09-03 19:48:55,20.2
11263,2019-09-03 20:03:55,20.1
11264,2019-09-03 20:18:55,19.8
11265,2019-09-03 20:33:55,19.7
11266,2019-09-03 20:48:55,19.6
11267,2019-09-03 21:03:55,19.2
11268,2019-09-03 21:18:55,18.8
11269,2019-09-03 21:33:55,18.8
11270,2019-09-03 21:48:55,18.4
11271,2019-09-03 22:03:55,18.1
11272,2019-09-03 22:18:55,18
11273,2019-09-03 22:33:55,17.8
11274,2019-09-03 22:48:55,17.5
11275,2019-09-03 23:03:55,17.5
11276,2019-09-03 23:18:55,17.4
11277,2019-09-03 23:33:55,17.4
11278,2019-09-03 23:48:55,17.4
11279,2019-09-04 00:03:55,17.2
11280,2019-09-04 00:18:55,17.4
11281,2019-09-04 00:33:55,17.5
11282,2019-09-04 00:48:55,17.4
11283,2019-09-04 01:03:55,16.8
11284,2019-09-04 01:18:55,16.5
11285,2019-09-04 01:33:55,16.4
11286,2019-09-04 01:48:55,16.5
11287,2019-09-04 02:03:55,16.2
11288,2019-09-04 02:18:55,16.1
11289,2019-09-04 02:33:55,16
11290,2019-09-04 02:48:55,15.6
11291,2019-09-04 03:03:55,15.5
11292,2019-09-04 03:18:55,15.2
11293,2019-09-04 03:33:55,15.3
11294,2019-09-04 03:48:55,14.8
11295,2019-09-04 04:03:55,14.7
11296,2019-09-04 04:18:55,14.5
11297,2019-09-04 04:33:55,14.5
11298,2019-09-04 04:48:55,14.4
11299,2019-09-04 05:03:55,14.6
11300,2019-09-04 05:18:55,14.4
11301,2019-09-04 05:33:55,14.4
11302,2019-09-04 05:48:55,14.4
11303,2019-09-04 06:03:55,14.3
11304,2019-09-04 06:18:55,14.2
11305,2019-09-04 06:33:55,13.9
11306,2019-09-04 06:48:55,13.6
11307,2019-09-04 07:03:55,13.5
11308,2019-09-04 07:18:55,13.5
11309,2019-09-04 07:33:55,13.9
11310,2019-09-04 07:48:55,14.4
11311,2019-09-04 08:03:55,15
11312,2019-09-04 08:18:55,15.7
11313,2019-09-04 08:33:55,16.5
11314,2019-09-04 08:48:55,17.2
11315,2019-09-04 09:03:55,18
11316,2019-09-04 09:18:55,18.1
11317,2019-09-04 09:33:55,19.2
11318,2019-09-04 09:48:55,19.8
11319,2019-09-04 10:03:55,20.3
11320,2019-09-04 10:18:55,20
11321,2019-09-04 10:33:55,20.3
11322,2019-09-04 10:48:55,21.5
11323,2019-09-04 11:03:55,22.5
11324,2019-09-04 11:18:55,22.6
11325,2019-09-04 11:33:55,23
11326,2019-09-04 11:48:55,23
11327,2019-09-04 12:03:55,21.6
11328,2019-09-04 12:18:55,16.7
11329,2019-09-04 12:33:55,15.3
11330,2019-09-04 12:48:55,15.7
11331,2019-09-04 13:03:55,15.8
11332,2019-09-04 13:18:55,16.5
11333,2019-09-04 13:33:55,16.7
11334,2019-09-04 13:48:55,16.4
11335,2019-09-04 14:03:55,16
11336,2019-09-04 14:18:55,15.8
11337,2019-09-04 14:33:55,15.9
11338,2019-09-04 14:48:55,16.4
11339,2019-09-04 15:03:55,16.1
11340,2019-09-04 15:18:55,16
11341,2019-09-04 15:33:55,15.9
11342,2019-09-04 15:48:55,16
11343,2019-09-04 16:03:55,15.9
11344,2019-09-04 16:18:55,16.1
11345,2019-09-04 16:33:55,16
11346,2019-09-04 16:48:55,15.7
11347,2019-09-04 17:03:55,15.4
11348,2019-09-04 17:18:55,15
11349,2019-09-04 17:33:55,14
11350,2019-09-04 17:48:55,12.7
11351,2019-09-04 18:03:55,12.7
11352,2019-09-04 18:18:55,12.2
11353,2019-09-04 18:33:55,11.3
11354,2019-09-04 18:48:55,10.6
11355,2019-09-04 19:03:55,10.4
11356,2019-09-04 19:18:55,10.2
11357,2019-09-04 19:33:55,10
11358,2019-09-04 19:48:55,9.8
